DATE,PLAYER,TEAM,AGE,GP,WLP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
03-04,Bruno Sundov,NYK,24.0,5.0,0.2,1.0,4.0,6.1,2.2,0.8,2.0,40.0,0.0,0.0,0.0,0.6,1.2,50.0,0.4,1.6,2.0,0.2,0.6,0.0,0.0,1.8,4.3,0.0,0.0,-1.8
03-04,Kendrick Perkins,BOS,19.0,10.0,0.4,4.0,6.0,3.5,2.2,0.8,1.5,53.3,0.0,0.0,0.0,0.6,0.9,66.7,0.5,0.9,1.4,0.3,0.5,0.0,0.2,0.6,4.4,0.0,0.0,1.8
03-04,Theron Smith,MEM,23.0,20.0,0.65,13.0,7.0,8.9,2.2,0.8,2.2,37.2,0.3,0.6,50.0,0.3,0.4,75.0,0.7,1.4,2.1,0.4,0.7,0.3,0.3,0.9,6.0,0.0,0.0,0.0
03-04,Dan Langhi,MIL,26.0,6.0,0.6666666666666666,4.0,2.0,5.8,2.2,0.8,2.3,35.7,0.2,0.3,50.0,0.3,0.3,100.0,0.0,0.7,0.7,0.0,0.3,0.0,0.0,1.2,2.6,0.0,0.0,1.8
03-04,Britton Johnsen,ORL,24.0,20.0,0.2,4.0,16.0,14.6,2.1,0.9,3.0,28.8,0.1,0.6,8.3,0.4,0.8,43.8,0.8,1.5,2.3,0.6,0.7,0.4,0.1,1.4,6.2,0.0,0.0,-4.6
03-04,Jabari Smith,SAC,27.0,31.0,0.7096774193548387,22.0,9.0,5.5,2.1,0.8,2.3,37.1,0.0,0.1,0.0,0.4,0.6,60.0,0.4,0.6,1.0,0.4,0.2,0.1,0.2,0.8,4.3,0.0,0.0,-1.5
03-04,Gerald Wallace,SAC,21.0,37.0,0.6486486486486487,24.0,13.0,9.1,2.0,0.9,2.4,36.0,0.0,0.1,0.0,0.3,0.6,45.8,0.9,1.1,2.0,0.5,0.2,0.4,0.4,1.0,7.3,1.0,0.0,-0.9
03-04,Hiram Fuller,ATL,23.0,4.0,0.25,1.0,3.0,10.6,2.0,0.8,2.0,37.5,0.0,0.0,0.0,0.5,1.5,33.3,1.0,1.8,2.8,0.5,1.0,0.0,0.3,1.3,5.8,0.0,0.0,0.8
03-04,Ime Udoka,LAL,26.0,4.0,0.25,1.0,3.0,7.0,2.0,0.8,2.3,33.3,0.0,0.3,0.0,0.5,1.0,50.0,0.3,1.0,1.3,0.5,0.8,0.5,0.3,0.8,5.8,0.0,0.0,-1.0
03-04,Keon Clark,UTA,29.0,2.0,1.0,2.0,0.0,14.0,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,3.5,0.5,0.0,0.5,0.0,0.5,8.5,0.0,0.0,7.0
03-04,Leon Smith,SEA,23.0,1.0,0.0,0.0,1.0,3.6,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.4,0.0,0.0,1.0
03-04,Randy Livingston,LAC,29.0,4.0,0.0,0.0,4.0,12.1,2.0,0.5,2.5,20.0,0.0,0.8,0.0,1.0,1.5,66.7,0.5,1.3,1.8,1.0,1.0,0.5,0.0,1.8,6.1,0.0,0.0,-6.5
03-04,Tierre Brown,NOH,25.0,3.0,0.0,0.0,3.0,6.1,2.0,0.7,1.3,50.0,0.0,0.0,0.0,0.7,1.3,50.0,0.0,0.3,0.3,0.7,2.3,0.0,0.0,0.3,1.1,0.0,0.0,-6.7
03-04,Ervin Johnson,MIN,36.0,66.0,0.7424242424242424,49.0,17.0,14.7,1.9,0.8,1.6,53.4,0.0,0.0,0.0,0.3,0.4,60.7,0.9,2.6,3.5,0.4,0.5,0.4,0.7,2.4,9.4,0.0,0.0,1.6
03-04,Mike Wilks,HOU,25.0,26.0,0.5384615384615384,14.0,12.0,5.4,1.9,0.7,1.4,47.2,0.2,0.4,60.0,0.4,0.5,83.3,0.1,0.5,0.6,0.7,0.3,0.1,0.0,0.6,3.7,0.0,0.0,0.7
03-04,Amal McCaskill,PHI,30.0,59.0,0.423728813559322,25.0,34.0,10.7,1.9,0.8,2.0,40.2,0.0,0.0,0.0,0.3,0.5,70.4,0.8,1.4,2.3,0.3,0.4,0.2,0.3,1.5,6.3,0.0,0.0,-1.0
03-04,Robert Pack,NJN,35.0,26.0,0.6538461538461539,17.0,9.0,8.3,1.9,0.8,2.0,42.3,0.0,0.0,0.0,0.2,0.2,83.3,0.2,0.5,0.7,1.0,0.6,0.5,0.0,0.8,5.2,0.0,0.0,-2.4
03-04,Rodney Buford,SAC,26.0,22.0,0.6363636363636364,14.0,8.0,6.3,1.9,0.9,2.5,33.9,0.0,0.1,0.0,0.1,0.3,50.0,0.3,0.4,0.7,0.3,0.2,0.3,0.0,0.4,3.9,0.0,0.0,-3.5
03-04,Desmond Ferguson,POR,26.0,7.0,0.2857142857142857,2.0,5.0,4.4,1.9,0.7,1.7,41.7,0.4,1.1,37.5,0.0,0.3,0.0,0.0,0.6,0.6,0.1,0.1,0.0,0.0,0.0,2.6,0.0,0.0,1.3
03-04,Troy Bell,MEM,23.0,6.0,0.8333333333333334,5.0,1.0,5.8,1.8,0.7,3.0,22.2,0.0,0.7,0.0,0.5,0.5,100.0,0.5,0.2,0.7,0.7,1.0,0.2,0.0,1.0,3.1,0.0,0.0,1.2
03-04,Reece Gaines,ORL,23.0,38.0,0.10526315789473684,4.0,34.0,9.3,1.8,0.7,2.3,29.1,0.1,0.3,30.0,0.4,0.7,64.0,0.2,0.8,1.0,1.1,0.5,0.3,0.1,0.6,5.2,0.0,0.0,-0.6
